tweet_tokens,pos_tags,label
@Ladbrokes any odds on louis saha to score the winner in the derby on sunday ? @louissaha08 #backtohauntthescum #bagger,"@ D N P ^ ^ P V D N P D N P ^ , @ # #",positive
The Exchange Club of Winona and the Eagles Club will be hosting Taters for Tots to raise money for child abuse prevention on October 31st ...,"D N N P ^ & D ^ ^ V V V N P ^ P V N P N N N P ^ A ,",neutral
@iiAMAdam every Saturday night at the Roxy ... lol,"@ D ^ N P D ^ , !",neutral
@roslyngjones I'm going Tuesday to the house of blues to see A$AP Rocky,@ L V ^ P D N P N P V ^ ^,objective
@No1LikeMe_NAC lol I'll be able to do it Saturday .. Or Friday night after the Greek show,"@ ! L V A P V O ^ , & ^ N P D ^ N",positive
"Obama may have been better off staying put , personally I'm glad he's back on the trail- he's helping move people to Mitt !","^ V V V A P V V , R L A L R P D N L V N N P ^ ,",positive
How great would it be if the power came back today but so many schools in fairfax country didn't have power so school was closed tomorrow ?,"R A V O V P D N V R N & R A N P ^ N V V N P N V A N ,",negative
"@ByeKandace And I live in Zachary , but I might try to stay with someone next Friday .","@ & O V P ^ , & O V V P V P N P ^ ,",neutral
Where have all the Yankees fans gone today ? You were all so talkative before yesterdays game .,"R V D D ^ N V N , O V D R A P S N ,",objective
"SHUT UP & HIT THIS PARTY SATURDAY ! - POP recommends : One of our all time heroes , the legendary James Murphy ... http://t.co/PXOGCctS","V T & V D N ^ , , N V , $ P D D N N , D A ^ ^ , U",neutral
Come check out the Montanari Bros East Coast Cup October 20th in New Haven CT ! I will be there ! I have some ... http://t.co/pnyreXYK,"V V T D ^ ^ ^ ^ ^ ^ $ P A ^ ^ , O V V R , O V D , U",objective
Big congrats goes out to Tampa Bay Damage for 2nd Place at Cup and 2nd Place overall in the Paintball Sports ... http://t.co/98Z4v3zW,"A N V T P ^ ^ N P A N P ^ & $ N A P D ^ N , U",positive
"Friday could turn out to be a big day in the case of George Zimmerman , who is accused of murdering Trayvon Marti ... http://t.co/S1ok4Mou","^ V V T P V D A N P D N P ^ ^ , O V V P V ^ ^ , U",neutral
WILDCAT WORKOUT OCTOBER 31st in the old gym at 7pm !! #FVSU RT14x,"^ N ^ A P D A N P ^ , # #",neutral
Beautiful sunrise at the Washington Monument taken by @abpanphoto - http://t.co/bga98Srw,"A N P D ^ ^ V P @ , U",positive
RT @itsjessikah : That's a beautiful dream ! RT @GQswaGGG : I also had a dream last night that football season started and the Ravens ... h ...,"~ @ ~ L D A N , ~ @ ~ O R V D N A N P N N V & D ^ , G ~",objective
My friend Bailey is going to Allstar's show tomorrow .......,"D N ^ V V P Z N N ,",neutral
"OBVIOUSLY , i am not a fan of Dream High 2 and i haven't even watched it ! well , i watched the 1st ep , that's where i heard that song ! ^^","R , O V R D N P ^ ^ $ & O V R V O , ! , O V D A N , L R O V D N , E",negative
": Hatebreed & Lamb of God , tonight . ASAP Rocky , tonight . CONVERGE , tonight . A lot going on for a Tuesday .",", ^ & N P ^ , N , R ^ , N , V , N , D N V P P D ^ ,",neutral
I think every Friday im going to tweet : yay degrassi tonight . #getusedtoit,"O V D ^ L V P V , ! N N , #",neutral
@WardChanning Hey Channing Tony Provias from Aberdeen Hope you get a sack on Murray this Sat !!!,"@ ! ^ ^ ^ P ^ V O V D N P ^ D ^ ,",positive
"On October 19th , the new judge in the George Zimmerman trial , ruled that Trayvon social media interactions would ... http://t.co/G91cd7Ee","P ^ $ , D A N P D ^ ^ N , V P ^ A N N V ~ U",neutral
"Grand ! Opening ! Of "" Orlando Live "" formally "" LAX "" Classic Wknd ! Friday , Saturday , Sunday ! Some of the Biggest http://t.co/wGK7usBt","A , V , P , ^ V , R , ^ , A N , ^ , ^ , ^ , D P D A U",objective
Do you own a business in Bolder ? Then you may want to participate in this pilot energy program that's part of a ... http://t.co/rPSxzfcH,"V O V D N P A , R O V V P V P D N N N L N P D ~ U",neutral
"paper finished , cma's over , blake and miranda dominated , accounting hw got pushed to Wednesday . going to bed happy :)","N V , V P , ^ & ^ V , N N V V P ^ , V P N A E",positive
"Monday Night Football is on tonight , right ? #NFL #wishfulthinking","^ N N V P N , R , # #",positive
Diana : A Celebration ends June 10th at the @mallofamerica ; make sure to see the collection before it leaves ! http://t.co/O5WeDZwX,"^ , D N V ^ $ P D @ , V A P V D N P O V , U",neutral
Morning all . Just woke up to Madonna on the radio with Borderline . Cool,"N D , R V T P ^ P D N P A , A",positive
I still remember the first time I heard What Makes You Beautiful on the radio . It was February 25th . (; #SpecialNight,"O R V D A N O V O V O A P D N , O V ^ $ , E #",positive
Attention everybody if you know anyone in troy that is looking to take over a lease . I will be willing to pay half r all of 1st months rent .,"N N P O V N P ^ O V V P V T D N , O V V A P V R V D P A N N ,",positive
Apple CEO apologizes for error-ridden new map app : Apple CEO Tim Cook apologized Friday for the company's error-ridden new mobile map ...,"^ N N P N A N N , ^ ^ ^ ^ V ^ P D S N A A N ,",negative
Holger may have another selection headache with Carl Valeri coming off with a possible injury after 30 mins in tonight's game v Cesena,^ V V D N N P ^ ^ V T P D A N P $ N P S N P ^,negative
IOC mulls Armstrong bronze - SBS : The International Olympic Committee ( IOC ) on Thursday said it had ... http://t.co/tIKEuaAh #london2012,"^ V ^ N , ^ , D ^ ^ N , ^ , P ^ V O V , U #",neutral
"In honor of National Margarita Day come and enjoy $3 Margarita's , and the usual wednesday specials $1 drafts and free food buffett !!!","P N P ^ ^ N V & V $ N , & D A ^ N $ N & A N N ,",positive
"Today , life will be just like an episode of 60 Minutes ... but with a young , cheerful Andy Rooney .","N , N V V R P D N P $ N , & P D A , A ^ ^ ,",positive
@claviusrobinsky am just going to be hanging at my mom's for the week . Ross arrives the 26th and we go straight to Vegas .,"@ V R V P V V P D N P D N , ^ V D A & O V R P ^ ,",positive
FIFA is weird sometimes : You may remember the FIFA 12 video where Andy Carroll starting trying to hump Iker Casi ... http://t.co/lUER7uCj,"^ V A R , O V V D ^ $ N R ^ ^ V V P ^ ^ ^ , U",neutral
Nikon has once again proven it's a small world after all with the latest ... - Herald Sun http://t.co/ZRyswQZp,"^ V R R V L D A N P D P D A , , ^ ^ U",neutral
Wabasha got into the silica-sand brouhaha Tuesday in hearing on CUP for a sand loading site . The sand question will be with us for years .,"^ V P D N N ^ P V P N P D N V N , D N N V V P O P N ,",neutral
Tryna get wavy after work tomorrow it's been a while,V V A P N N L V D N,negative
@oceanaswansea is it true LMFAO are there tomorrow ??,"@ V O A ! V R N ,",neutral
Is it April Fool's Day ? Real Madrid signs 7-year-old Argentine prospect Leo - ESPN http://es.pn/ooXPiz,"V O ^ Z N , A N N $ A N ^ , ^ U",negative
Hello Everybody !!! How are you today ? Have a Beautiful Green Day !!!!,"! N , R V O N , V D A A N ,",neutral
Cabin Fever 2 drops tomorrow . No way it'll be better than Taylor Allderdice but i'm still pumped for it . @RealWizKhalifa,"N N $ V N , D N L V A P ^ ^ & L R V P O , @",positive
"Looks like Indonesia will face the Pats in the semis . Warriors lead the Singapore Slingers , 77-67 , with over 6 mins left in the 4th","V P ^ V V D ^ P D N , N V D ^ N , $ , P P $ N V P D A",neutral
awwww shit I still got some new Amsterdam in the fridge . mmhmm tomorrow after work ima need that before I go out,"! N O R V D A ^ P D N , ! N P N L V O P O V T",negative
No footy as Wednesday .... you know Thursday Is spurs day (@ White Hart Lane Stadium ) http://t.co/fdGAXaC5,"D N P ^ , O V ^ V N N P ^ ^ ^ ^ , U",neutral
"Today was National Kissing Day , I'll have to make up for the loss tomorrow","N V N V N , L V P V T P D N N",neutral
@SouthwoodEllie @louisechall Love first Friday of the month ! Is this your last arraignment day Lou ? Newsworthy list to finish with if so !,"@ @ V A ^ P D N , V O D A N N ^ , A N P V P P R ,",positive
I can't believe the 3 important people in my life are going to Hawaii Friday without me,O V V D $ A N P D N V V P ^ ^ P O,negative
I am going to @NetrootsUK 1st and then to the London Conference of Critical thought http://t.co/UC1pnX0Y,O V V P @ A & R P D ^ N P A N U,neutral
"Remember the "" 4th round prospect "" that made people question Iupati's ability at Senior Bowl ? @nfldraftscout #Geno","V D , A N N , O V N N Z N P A N , @ ^",neutral
"Watching "" Good Deeds "" for the 1st time and I think I already know how tht movie gonna turned out . Smh","V , A N , P D A N & O V O R V R D N V V T , G",neutral
"Finally saw the Stevie TV promo ! I am so proud of you , @StevieRyan !! ( March 4th , VH1 )","R V D ^ N N , O V R A P O , @ , , ^ A , ^ ,",positive
"@Colliinnn and he hasn't lost a match since Apr 2nd last year , that's consistent , and never forgetting Cannavaro , the 1st defender to win it","@ & O V V D N P ^ $ A N , L A , & R V ^ , D A N P V O",positive
Now watching NCAA Finals Game 3 in TV5 ! May the best team win !,"R V ^ N N $ P ^ , V D A N V ,",positive
@alpha_khan you going to Zachary's tomorrow man,@ O V P Z N N,neutral
"I'm excited for Riri's 7th studio album "" Unapologetic "" See the album cover : http://t.co/75sWc2pd","L A P Z A N N , N , V D N N , U",positive
Sportsnation just wont let Jeremy Evans dunkface go . This is the 3rd time ive seen it all week . Still funny though,"N R V V ^ ^ ^ V , O V D A N L V O D N , R A P",positive
"pretty little liarssss timeee , because i missed the premier on tuesday :3 then degrassi , then jshore ... WOO for being occupied","R A N N , P O V D N P ^ E R N , R ^ , ! P V A",neutral
"New live sound webinar tomorrow at 10 PST with Paul David Hager ( Goo Goo Dolls , Avril Lavigne , Devo ) - register now at http://t.co/K28JuWHz","A A N N N P $ N P ^ ^ ^ , V V N , ^ ^ , ^ , , V R P U",objective
Shaq Morris narrowed his list to Wichita State and Oral Roberts . He said he will likely make a final decision Monday . #shockers #mvc,"^ ^ V D N P ^ ^ & ^ ^ , O V O V A V D A N ^ , # #",positive
@demigodv4to ohh :D i just came back from Melaka :D will go to Sepang tomorrow -.-,@ ! E O R V R P ^ E V V P ^ N E,positive
Gerald Green will show on a good team that he's more than just a dunker . Kid can do it all . 2nd biggest surprise behind JLin #NBArank,"^ ^ V V P D A N P L A P R D N , ^ V V O D , $ A N P ^ #",positive
"@alfredoflores follow @amandawanxo , on november 26 , find her outside the bell center and meet her . please ? <3 1","@ V @ , P ^ $ , V O P D N N & V O , V , E $",neutral
"Fabio Capello : "" From what I've seen these days I can assure you Russia are capable of getting a good result vs Portugal tomorrow "" . #cantwait","^ ^ , , P O L V D N O V V O ^ V A P V D A N P ^ N , , #",positive
" @Reality_Touch : Hamid Mir has rejected the negative views of Saleem Safi , Sana bucha & Kamran Shahid on PTI peace march . Read his tweets ! ",", @ ~ ^ ^ V V D A N P ^ ^ , ^ ^ & ^ ^ P ^ ^ ^ , V D N , ,",negative
classy RT @pwire : Boehner proposes Obama speech be on the same night as NFL opening night ... http://t.co/eALW22K,"A ~ @ ~ ^ V ^ N V P D A N P ^ V N , U",neutral
"May 5 . BadHabitz heads to Chesters in Appleton , WI to rock the house . Don't miss this show ! http://t.co/mVG3TcZ6","V $ , G V P ^ P ^ , ^ P V D N , V V D N , U",neutral
Manuel Charr Looks Confident Ahead of Saturday Clash Vs . Vitali Klitschko : Charr didn't look scared as he stared ... http://t.co/o3VxixpV,"^ ^ V A N P ^ N V , ^ ^ , N V V A P O V ~ U",positive
"You know what , i dont give a shit about tomorrow YOLO","O V O , O V V D N P N ^",negative
"Real Madrid coach Jose Mourinho faces further selection dilemmas ahead of Sunday's La Liga trip to Real Mallorca , with Sami Khedira , ...","A ^ N ^ ^ V A N N R P Z ^ ^ N P A ^ , P ^ ^ , ,",neutral
@ArcherDevil Two completely different days . World Book Day is for kids March 1 2012 . This day is World Book Night - for adults ...,"@ $ R A N , ^ ^ ^ V P N ^ $ $ , D N V ^ ^ N , P N ,",neutral
"@kadecudi_nova @keriilynnbabe well then , have fun not trick or treating . I'll be in br doing it Wednesday , and Thursday in Zachary . BITCH .","@ @ ! R , V N R N & V , L V P N V O ^ , & ^ P ^ , N ,",positive
"@_justkel so excited about Cannibal Corpse , I've seen Devildriver twice but this'll be my 1st time for Corpse . oh and BLACK DAHLIA MURDER !","@ R V P ^ N , L V ^ R & L V D A N P N , ! & A ^ N ,",neutral
What could have made Sunday even better for @CIMBClassic champ Nick Watney ? The fact that he's a huge @SFGiants fan . #WorldSeries,"O V V V ^ R A P @ N ^ ^ , D N P L D A @ N , #",positive
"Activists demand release of Jharkhand tribal leader : New Delhi , Nov 1 ( IANS ) Condemning the arrest of woman trib ... http://t.co/LZlgb1NW","N N N P ^ A N , A ^ , ^ $ , ~ , V D N P N N , U",negative
"RT @Deanofcomedy : Heading out today with @MuslimsRComing Tour to Tupelo , Mississippi to visit birthplace of Elvis Presley !","~ @ ~ V T N P @ N P ^ , ^ P V N P ^ ^ ,",objective
"##$$## Black Friday Deals Nikon D3200 24.2 Megapixels Digital SLR Camera with 18-55mm NIKKOR VR Lens , Black & Nikon ... http://t.co/NPMjK8UC","# A ^ ^ ^ $ $ ^ ^ ^ ^ P $ N ^ ^ , ^ & ^ ~ U",neutral
"hope my interview go A1 tomorrow , I really want this job .","V D N V $ N , O R V D N ,",positive
@joannanadin you could also try allium moly which may have or may not have been what Odysseus used to counter Circe's magic .,"@ O V R V N N D V V & V R V V O ^ V P N Z A ,",objective
"RT @AaronHillegass : I'll be at the Birmingham NSCoder night tomorrow ( That's Alabama , not the UK ) http://t.co/ZPbBo1E","~ @ ~ L V P D ^ ^ N N , L ^ , R D ^ , U",positive
">> DIRECTIONERS !! NOW WE HAVE TO PROVE THAT WE ARE A BIG FAMILY !! On Friday , the movie to be released song ... http://t.co/voP1boQW","G N , R O V P V O O V D A N , P ^ , D N P V V N , U",positive
"In her hands-on workshop session at the 11th International Cloud Expo , Diane Mueller , the Cloud Evangelist for A ... http://t.co/I6Eirg8S","P D N N N P D A N ^ ^ , ^ ^ , D ^ N P D ~ U",neutral
"Cheaper carbon replaces silicon in solar panels : Washington , Nov 1 ( IANS ) Researchers have built the first solar ... http://t.co/yTlRb0Xc","A N V N P A N , ^ , ^ $ , ~ , ^ V V D A N , U",neutral
RT CBSAtlBreaking : Jury selection begins today in the trial of Conrad Murray . He's the doctor charged w/ involun ... http://t.co/Vxs4cz6,"~ N , ^ N V N P D N P ^ ^ , L D N V P G ~ U",negative
"Nick Diaz said he would "" fight GSP tomorrow if the UFC asked "" . Except , you know , they wouldn't ... because you're suspended ...","^ ^ V O V , V ^ N P D ^ V , , R , O V , O V , P L V ~",negative
Dr Jan Radio 2uE tonight with David Oldfield re Kevin Rudd's sad loss of family cat . Pets deserve honouring cos they love unconditionally .,"^ ^ ^ ^ R P ^ ^ N ^ Z A N P N N , N V V P O V R ,",negative
@Mark_Sanchez Here's a pic of my son before we took him to see you at Training Camp today ! He's really a Sanchez too ! http://t.co/MGcB7rH,"@ L D N P D N P O V O P V O P ^ ^ N , L R D ^ R , U",positive
"Interestingly , "" Too Big to Fail "" was also the title of the pep talk that was given to Melissa McCarthy this morning .","R , , R A P V , V R D N P D N V O V V P ^ ^ D N ,",neutral
Can't wait to see @example on Celebrity Juice tonight !,"V V P V @ P N N N ,",neutral
so who wants to watch the Steelers game with me on Sunday ?,"P O V P V D ^ N P O P ^ ,",positive
@Moretti_Crowned @RobCitrullo I'm on the last 3 episodes for the 10th time . I still want to bootfuck Phil & Johnny sac every time they talk .,"@ @ L P D A $ N P D A N , O R V P V ^ & ^ ^ D N O V ,",negative
What will have a better TV rating ... #Cardinals v #Rockies tonight or MNF with #Texans and #Jets ? Reg Season hardball v Preseason Football,"O V V D A N N , ^ ^ ^ R & ^ P ^ & ^ , ^ N N P ^ N",positive
Sun flare by the Washington Monument http://t.co/WbGjIcF1,^ N P D ^ ^ U,objective
"Lady Gaga fears classmates : Los Angeles , Nov 1 ( IANS ) Singer Lady Gaga is still in touch with some people from h ... http://t.co/25O8eW8p","^ ^ N N , ^ ^ , ^ $ , ~ , N N ^ V R P N P D N P G ~ U",negative
"Having a long overdue CD upload session . By tomorrow my iPod will be blessed with PIL , George Harrison and Disco Inferno :)","V D A A N N N , P N D ^ V V A P ^ , ^ ^ & N N E",positive
"Today's answer : Stone has received 3 Academy Awards for his work on the films Midnight Express , Platoon , and Born on the Fourth of July .","S N , ^ V V $ ^ ^ P D N P D N N N , N , & V P D N P ^ ,",objective
Love is like Michael Jackson's 8th nose .. you'll never understand it,"N V P ^ Z A N , L R V O",neutral
"It's Friday and the Soul Train is firmly parked in PRI for the Soul Show on the Radio , C'mon Perth get your requests in for the next hour :)","L ^ & D N N V R V P ^ P D N N P D N , ! ^ V D N P P D A N E",neutral
